0.0000 0 0
0.0400 0 0
0.0801 0 0
0.1201 0 0
0.1602 0 0
0.2002 0 0
0.2402 0 0
0.2803 0 0
0.3203 0 0
0.3604 0 0
0.4004 0 0
0.4404 0 0
0.4805 0 0
0.5205 0 0
0.5606 0 0
0.6006 0 0
0.6406 0 0
0.6807 0 0
0.7207 0 0
0.7608 0 0
0.8008 0 0
0.8408 0 0
0.8809 0 0
0.9209 0 0
0.9610 0 0
1.0010 0 0
1.0410 0 0
1.0811 0 0
1.1211 0 0
1.1612 0 0
1.2012 0 0
1.2412 0 0
1.2813 0 0
1.3213 0 0
1.3614 0 0
1.4014 0 0
1.4414 0 0
1.4815 0 0
1.5215 0 0
1.5616 0 0
1.6016 0 0
1.6416 0 0
1.6817 0 0
1.7217 0 0
1.7618 0 0
1.8018 0 0
1.8418 0 0
1.8819 0 0
1.9219 0 0
1.9620 0 0
2.0020 0 0
2.0420 0 0
2.0821 0 0
2.1221 0 0
2.1622 0 0
2.2022 0 0
2.2422 0 0
2.2823 0 0
2.3223 0 0
2.3624 0 0
2.4024 0 0
2.4424 0 0
2.4825 0 0
2.5225 0 0
2.5626 0 0
2.6026 0 0
2.6426 0 0
2.6827 0 0
2.7227 0 0
2.7628 0 0
2.8028 0 0
2.8428 0 0
2.8829 0 0
2.9229 0 0
2.9630 0 0
3.0030 0 0
3.0430 0 0
3.0831 0 0
3.1231 0 0
3.1632 0 0
3.2032 0 0
3.2432 0 0
3.2833 0 0
3.3233 0 0
3.3634 0 0
3.4034 0 0
3.4434 0 0
3.4835 0 0
3.5235 0 0
3.5636 0 0
3.6036 0 0
3.6436 0 0
3.6837 0 0
3.7237 0 0
3.7638 0 0
3.8038 0 0
3.8438 0 0
3.8839 0 0
3.9239 0 0
3.9640 0 0
4.0040 0 0
4.0440 0 0
4.0841 0 0
4.1241 0 0
4.1642 0 0
4.2042 0 0
4.2442 0 0
4.2843 0 0
4.3243 0 0
4.3644 0 0
4.4044 0 0
4.4444 0 0
4.4845 0 0
4.5245 0 0
4.5646 0 0
4.6046 0 0
4.6446 0 0
4.6847 0 0
4.7247 0 0
4.7648 0 0
4.8048 0 0
4.8448 0 0
4.8849 0 0
4.9249 0 0
4.9650 0 0
5.0050 0 0
5.0450 0 0
5.0851 0 0
5.1251 0 0
5.1652 0 0
5.2052 0 0
5.2452 0 0
5.2853 0 0
5.3253 0 0
5.3654 0 0
5.4054 0 0
5.4454 0 0
5.4855 0 0
5.5255 0 0
5.5656 0 0
5.6056 0 0
5.6456 0 0
5.6857 0 0
5.7257 0 0
5.7658 0 0
5.8058 0 0
5.8458 0 0
5.8859 0 0
5.9259 0 0
5.9660 0 0
6.0060 0 0
6.0460 0 0
6.0861 0 0
6.1261 0 0
6.1662 0 0
6.2062 0 0
6.2462 0 0
6.2863 0 0
6.3263 0 0
6.3664 0 0
6.4064 0 0
6.4464 0 0
6.4865 0 0
6.5265 0 0
6.5666 0 0
6.6066 0 0
6.6466 0 0
6.6867 0 0
6.7267 0 0
6.7668 0 0
6.8068 0 0
6.8468 0 0
6.8869 0 0
6.9269 0 0
6.9670 0 0
7.0070 0 0
7.0470 0 0
7.0871 0 0
7.1271 0 0
7.1672 0 0
7.2072 0 0
7.2472 0 0
7.2873 0 0
7.3273 0 0
7.3674 0 0
7.4074 0 0
7.4474 0 0
7.4875 0 0
7.5275 0 0
7.5676 0 0
7.6076 0 0
7.6476 0 0
7.6877 0 0
7.7277 0 0
7.7678 0 0
7.8078 0 0
7.8478 0 0
7.8879 0 0
7.9279 0 0
7.9680 0 0
8.0080 0 0
8.0480 0 0
8.0881 0 0
8.1281 0 0
8.1682 0 0
8.2082 0 0
8.2482 0 0
8.2883 0 0
8.3283 0 0
8.3684 0 0
8.4084 0 0
8.4484 0 0
8.4885 0 0
8.5285 0 0
8.5686 0 0
8.6086 0 0
8.6486 0 0
8.6887 0 0
8.7287 0 0
8.7688 0 0
8.8088 0 0
8.8488 0 0
8.8889 0 0
8.9289 0 0
8.9690 0 0
9.0090 0 0
9.0490 0 0
9.0891 0 0
9.1291 0 0
9.1692 0 0
9.2092 0 0
9.2492 0 0
9.2893 0 0
9.3293 0 0
9.3694 0 0
9.4094 0 0
9.4494 0 0
9.4895 0 0
9.5295 0 0
9.5696 0 0
9.6096 0 0
9.6496 0 0
9.6897 0 0
9.7297 0 0
9.7698 0 0
9.8098 0 0
9.8498 0 0
9.8899 0 0
9.9299 0 0
9.9700 0 0
10.0100 0 0
10.0501 0 0
10.0901 0 0
10.1301 0 0
10.1702 0 0
10.2102 0 0
10.2503 0 0
10.2903 0 0
10.3303 0 0
10.3704 0 0
10.4104 0 0
10.4505 0 0
10.4905 0 0
10.5305 0 0
10.5706 0 0
10.6106 0 0
10.6507 0 0
10.6907 0 0
10.7307 0 0
10.7708 0 0
10.8108 0 0
10.8509 0 0
10.8909 0 0
10.9309 0 0
10.9710 0 0
11.0110 0 0
11.0511 0 0
11.0911 0 0
11.1311 0 0
11.1712 0 0
11.2112 0 0
11.2513 0 0
11.2913 0 0
11.3313 0 0
11.3714 0 0
11.4114 0 0
11.4515 0 0
11.4915 0 0
11.5315 0 0
11.5716 0 0
11.6116 0 0
11.6517 0 0
11.6917 0 0
11.7317 0 0
11.7718 0 0
11.8118 0 0
11.8519 0 0
11.8919 0 0
11.9319 0 0
11.9720 0 0
12.0120 0 0
12.0521 0 0
12.0921 0 0
12.1321 0 0
12.1722 0 0
12.2122 0 0
12.2523 0 0
12.2923 0 0
12.3323 0 0
12.3724 0 0
12.4124 0 0
12.4525 0 0
12.4925 0 0
12.5325 0 0
12.5726 0 0
12.6126 0 0
12.6527 0 0
12.6927 0 0
12.7327 0 0
12.7728 0 0
12.8128 0 0
12.8529 0 0
12.8929 0 0
12.9329 0 0
12.9730 0 0
13.0130 0 0
13.0531 0 0
13.0931 0 0
13.1331 0 0
13.1732 0 0
13.2132 0 0
13.2533 0 0
13.2933 0 0
13.3333 0 0
13.3734 0 0
13.4134 0 0
13.4535 0 0
13.4935 0 0
13.5335 0 0
13.5736 0 0
13.6136 0 0
13.6537 0 0
13.6937 0 0
13.7337 0 0
13.7738 0 0
13.8138 0 0
13.8539 0 0
13.8939 0 0
13.9339 0 0
13.9740 0 0
14.0140 0 0
14.0541 0 0
14.0941 0 0
14.1341 0 0
14.1742 0 0
14.2142 0 0
14.2543 0 0
14.2943 0 0
14.3343 0 0
14.3744 0 0
14.4144 0 0
14.4545 0 0
14.4945 0 0
14.5345 0 0
14.5746 0 0
14.6146 0 0
14.6547 0 0
14.6947 0 0
14.7347 0 0
14.7748 0 0
14.8148 0 0
14.8549 0 0
14.8949 0 0
14.9349 0 0
14.9750 0 0
15.0150 0 0
15.0551 0 0
15.0951 0 0
15.1351 0 0
15.1752 0 0
15.2152 0 0
15.2553 0 0
15.2953 0 0
15.3353 0 0
15.3754 0 0
15.4154 0 0
15.4555 0 0
15.4955 0 0
15.5355 0 0
15.5756 0 0
15.6156 0 0
15.6557 0 0
15.6957 0 0
15.7357 0 0
15.7758 0 0
15.8158 0 0
15.8559 0 0
15.8959 0 0
15.9359 0 0
15.9760 0 0
16.0160 0 0
16.0561 0 0
16.0961 0 0
16.1361 0 0
16.1762 0 0
16.2162 0 0
16.2563 0 0
16.2963 0 0
16.3363 0 0
